chan_1,chan_2
-0.270577201148966,0.2050085020264345
0.3180896646019198,0.038786006253514915
-0.4509277397403719,-0.4455516730054355
-0.12856922725438047,0.2886236898514912
0.046703028063379226,-0.30227542867065005
-0.3699386346872131,0.3203368135528373
-0.18351602872401596,0.43580715208198406
0.25197132911195197,0.014777707065770862
0.19705180377378118,-0.03545161143098685
-0.4889544669460957,0.0925346568742259
0.41342630483012877,0.3376138141973811
0.2382099410057451,0.45698229036683413
0.12780332707984388,-0.23266052943892224
0.37185868905360675,-0.45159361509704277
-0.17558783527006083,-0.11307598729175483
-0.39580244049629865,0.3880305629700077
0.1199649525254487,0.2299426549546123
0.15144500652735693,-0.24110747329199378
-0.16543209180048157,0.09331689687203037
-0.06142793019361037,0.2847695748021346
0.4184813698776093,0.044608238212500706
-0.20005842567718524,0.3340051052718115
-0.42322980264563337,0.20702342297132936
0.4503814657766394,-0.24555830406329016
-0.30110780783372515,0.3976743583515535
-0.31742764998944684,0.42976835574012384
0.2695829112359611,-0.35181307283803576
0.08782783981710951,0.2593646512881279
-0.17022466959904692,0.2635150157639218
-0.24648256244802091,-0.1312087291684899
-0.44276260477558504,-0.4909990205208128
-0.21629627978186583,0.07720824142142979
-0.0876763339184986,0.020049796512319307
-0.4715756308614787,-0.06407633557390635
0.12265483230668905,0.3651748899908701
-0.3381663663719263,-0.14222885033418187
-0.0644849680560381,-0.23028308939876763
-0.03742971084718394,0.32767641767713485
0.19057268882113632,-0.3777388363478852
0.27872561522791217,0.15476150949901057
0.03805316435889272,-0.3692277875746919
-0.21894692638292101,-0.34694147138781695
-0.3894792792969566,-0.19605159543061368
-0.1522799940180043,-0.33161488939122974
0.3162982699961645,-0.12963595259991123
-0.15562454391994174,0.19320990725123421
-0.14415119364875317,0.12245435357681533
0.2544068949731484,-0.16731582087356223
0.28787379035912275,0.1182875002680952
-0.023578392612358612,0.46398964601199233
-0.30190186236796834,0.15498613291258945
0.07326313260301143,-0.26588371237576147
-0.21968750887767707,-0.08579673041088465
0.26616955167269707,-0.2944678661322243
-0.13627730450650566,0.2525586482123353
-0.09599386468498194,-0.4299725895751516
